1136760901384716289,2019-06-06 22:24:53,Twitter Web Client,,,,3207518511,Touchme4youLe,"b'Lutry, Suisse'",b'_noPCC_',b'_noPFN_',b'_noCoord_',False,2,0,False,False,en,"b'RT @Touchme4youLe: \xe2\x9a\xa1\xef\xb8\x8fthink""You have to try the impossible to achieve the possible."" Hermann Hesse#neuroscience #brain #Managemen,#NeuralNet\xe2\x80\xa6'"
1136749914967273472,2019-06-06 21:41:14,Twitter Web App,,,,29584150,Yolibeans,"b'Mill Valley, CA'",b'_noPCC_',b'_noPFN_',b'_noCoord_',False,0,1,False,False,en,b'Not acceptable #JairBolsonaro. \nYou policies are killing the #human race \nAnd you should be indicted for \n#Crimes A\xe2\x80\xa6 https://t.co/Q8UIb9FPXt'
1136737517154291712,2019-06-06 20:51:58,Startup Informer - WWF,,,,952611785441529864,21stWWForest,b'Gr\xc3\xb6nland',b'_noPCC_',b'_noPFN_',b'_noCoord_',False,113,0,False,False,en,b'RT @UNFCCC: Over the past 20 years the human cost of #ClimateDisasters has increased dramatically. Many people like Joanna Sustento suffer\xe2\x80\xa6'
1136721733086584832,2019-06-06 19:49:15,Twitter for iPhone,,,,2210528398,Gaiasdesigns,b'1973 Clayton Road',b'_noPCC_',b'_noPFN_',b'_noCoord_',False,443,0,False,False,en,"b'RT @MikeHudema: India \xf0\x9f\x87\xae\xf0\x9f\x87\xb3 now has a train and a station that runs on #solar power. It saves the station $99,999 a year in electricity bills.\xe2\x80\xa6'"
1136720415206924288,2019-06-06 19:44:00,Buffer,,,,1099395492205731840,ThinkGlobeGreen,b'Earth',b'_noPCC_',b'_noPFN_',b'_noCoord_',False,443,0,False,False,en,"b'RT @MikeHudema: India \xf0\x9f\x87\xae\xf0\x9f\x87\xb3 now has a train and a station that runs on #solar power. It saves the station $99,999 a year in electricity bills.\xe2\x80\xa6'"
1136658653904162816,2019-06-06 15:38:35,Twitter for iPhone,,,,2804693036,silence1700,b'',b'_noPCC_',b'_noPFN_',b'_noCoord_',False,443,0,False,False,en,"b'RT @MikeHudema: India \xf0\x9f\x87\xae\xf0\x9f\x87\xb3 now has a train and a station that runs on #solar power. It saves the station $99,999 a year in electricity bills.\xe2\x80\xa6'"
1136646579702681600,2019-06-06 14:50:37,Twitter Web Client,,,,2813720071,jas_n_huggins,b'',b'_noPCC_',b'_noPFN_',b'_noCoord_',True,3,0,False,False,en,b'RT @actclimate: A little #WorldEnvironmentDay throwback from the #ClimateMarch #negotiations #sideevents and more from #COP24 in #Katowice\xe2\x80\xa6'
1136639255990677505,2019-06-06 14:21:31,Twitter for Android,,,,1106569181682679808,AnnaHeuer3,b'',b'_noPCC_',b'_noPFN_',b'_noCoord_',False,443,0,False,False,en,"b'RT @MikeHudema: India \xf0\x9f\x87\xae\xf0\x9f\x87\xb3 now has a train and a station that runs on #solar power. It saves the station $99,999 a year in electricity bills.\xe2\x80\xa6'"
1136633106771742725,2019-06-06 13:57:04,Twitter for iPhone,,,,1056401814864588801,shxibrhm,b'',b'_noPCC_',b'_noPFN_',b'_noCoord_',False,443,0,False,False,en,"b'RT @MikeHudema: India \xf0\x9f\x87\xae\xf0\x9f\x87\xb3 now has a train and a station that runs on #solar power. It saves the station $99,999 a year in electricity bills.\xe2\x80\xa6'"
1136628300644831232,2019-06-06 13:37:59,Twitter Web Client,,,,868573893669335041,pbnclimate,"b'London, England'",b'_noPCC_',b'_noPFN_',b'_noCoord_',False,0,0,False,False,en,b'Gearing up for the June round of UN #climatechange talks in Bonn. Need a refresher on the #ParisAgreement and what\xe2\x80\xa6 https://t.co/RvHLdwuSai'
1136626201731014656,2019-06-06 13:29:38,Twitter for Android,,,,4055524398,_musangPutih,b'ARMY Nation',b'_noPCC_',b'_noPFN_',b'_noCoord_',False,443,0,False,False,en,"b'RT @MikeHudema: India \xf0\x9f\x87\xae\xf0\x9f\x87\xb3 now has a train and a station that runs on #solar power. It saves the station $99,999 a year in electricity bills.\xe2\x80\xa6'"
1136625107093221376,2019-06-06 13:25:17,Twitter for Android,,,,1002500305982877696,Boxedkittens,"b'Kuala Lumpur, Wilayah Persekut'",b'_noPCC_',b'_noPFN_',b'_noCoord_',False,443,0,False,False,en,"b'RT @MikeHudema: India \xf0\x9f\x87\xae\xf0\x9f\x87\xb3 now has a train and a station that runs on #solar power. It saves the station $99,999 a year in electricity bills.\xe2\x80\xa6'"
1136623621487570944,2019-06-06 13:19:23,Twitter for Android,,,,2597440662,asdfghjklmmmno,b'between the lines',b'_noPCC_',b'_noPFN_',b'_noCoord_',False,443,0,False,False,en,"b'RT @MikeHudema: India \xf0\x9f\x87\xae\xf0\x9f\x87\xb3 now has a train and a station that runs on #solar power. It saves the station $99,999 a year in electricity bills.\xe2\x80\xa6'"
1136621588445507585,2019-06-06 13:11:18,Twitter for Android,,,,1076482714247675904,sedatedpeach,b'Hollyweed',b'_noPCC_',b'_noPFN_',b'_noCoord_',False,443,0,False,False,en,"b'RT @MikeHudema: India \xf0\x9f\x87\xae\xf0\x9f\x87\xb3 now has a train and a station that runs on #solar power. It saves the station $99,999 a year in electricity bills.\xe2\x80\xa6'"
1136620824977219584,2019-06-06 13:08:16,Twitter for iPhone,,,,540835126,yosyiqa,b'',b'_noPCC_',b'_noPFN_',b'_noCoord_',False,443,0,False,False,en,"b'RT @MikeHudema: India \xf0\x9f\x87\xae\xf0\x9f\x87\xb3 now has a train and a station that runs on #solar power. It saves the station $99,999 a year in electricity bills.\xe2\x80\xa6'"
1136620101484986368,2019-06-06 13:05:24,Twitter for Android,,,,2437146913,vishan393,b'',b'_noPCC_',b'_noPFN_',b'_noCoord_',False,443,0,False,False,en,"b'RT @MikeHudema: India \xf0\x9f\x87\xae\xf0\x9f\x87\xb3 now has a train and a station that runs on #solar power. It saves the station $99,999 a year in electricity bills.\xe2\x80\xa6'"
1136619231871586304,2019-06-06 13:01:56,Twitter for iPhone,,,,791679114830753792,musoddiqm,b'',b'_noPCC_',b'_noPFN_',b'_noCoord_',False,443,0,False,False,en,"b'RT @MikeHudema: India \xf0\x9f\x87\xae\xf0\x9f\x87\xb3 now has a train and a station that runs on #solar power. It saves the station $99,999 a year in electricity bills.\xe2\x80\xa6'"
1136619058927816708,2019-06-06 13:01:15,Twitter for Android,,,,3286987963,chebastianong,b'Ohlone homeland \xe2\x96\xaa\xef\xb8\x8e California',b'_noPCC_',b'_noPFN_',b'_noCoord_',False,443,0,False,False,en,"b'RT @MikeHudema: India \xf0\x9f\x87\xae\xf0\x9f\x87\xb3 now has a train and a station that runs on #solar power. It saves the station $99,999 a year in electricity bills.\xe2\x80\xa6'"
1136618804652363776,2019-06-06 13:00:15,Twitter for iPhone,,,,2731337604,sunfloweraidil,b'',b'_noPCC_',b'_noPFN_',b'_noCoord_',False,443,0,False,False,en,"b'RT @MikeHudema: India \xf0\x9f\x87\xae\xf0\x9f\x87\xb3 now has a train and a station that runs on #solar power. It saves the station $99,999 a year in electricity bills.\xe2\x80\xa6'"
1136584880555532288,2019-06-06 10:45:26,Twitter for iPad,,,,81585046,CllrBobBarr,b'Warrington',b'_noPCC_',b'_noPFN_',b'_noCoord_',False,443,0,False,False,en,"b'RT @MikeHudema: India \xf0\x9f\x87\xae\xf0\x9f\x87\xb3 now has a train and a station that runs on #solar power. It saves the station $99,999 a year in electricity bills.\xe2\x80\xa6'"
1136574806864879616,2019-06-06 10:05:25,Twitter for Android,,,,1098673380679733253,Glesi6,b'',b'_noPCC_',b'_noPFN_',b'_noCoord_',False,18,0,False,False,en,b'RT @HansLak: @TopCyberNews @Siemens @TheAESCorp @Airbus @Allianz @Atos @Daimler @IBM @EnelGroup @MunSecConf @NXP @SGS_SA @deutschetelekom @\xe2\x80\xa6'
1136573450796118022,2019-06-06 10:00:01,Twitter for Android,,,,3431531824,PFLab,b'',b'_noPCC_',b'_noPFN_',b'_noCoord_',False,18,0,False,False,en,b'RT @HansLak: @TopCyberNews @Siemens @TheAESCorp @Airbus @Allianz @Atos @Daimler @IBM @EnelGroup @MunSecConf @NXP @SGS_SA @deutschetelekom @\xe2\x80\xa6'
1136567468619640837,2019-06-06 09:36:15,Twitter for Android,,,,1070831267464339456,mymission2030,b'',b'_noPCC_',b'_noPFN_',b'_noCoord_',False,18,0,False,False,en,b'RT @HansLak: @TopCyberNews @Siemens @TheAESCorp @Airbus @Allianz @Atos @Daimler @IBM @EnelGroup @MunSecConf @NXP @SGS_SA @deutschetelekom @\xe2\x80\xa6'
1136562457990828032,2019-06-06 09:16:20,Twitter for Android,,,,1020078867569102848,greenstorm2030,b'',b'_noPCC_',b'_noPFN_',b'_noCoord_',False,18,0,False,False,en,b'RT @HansLak: @TopCyberNews @Siemens @TheAESCorp @Airbus @Allianz @Atos @Daimler @IBM @EnelGroup @MunSecConf @NXP @SGS_SA @deutschetelekom @\xe2\x80\xa6'
1136558073324146688,2019-06-06 08:58:55,Twitter for Android,,,,981183063219634176,ExitOILExitOEL,b'Planet Earth',b'_noPCC_',b'_noPFN_',b'_noCoord_',False,18,0,False,False,en,b'RT @HansLak: @TopCyberNews @Siemens @TheAESCorp @Airbus @Allianz @Atos @Daimler @IBM @EnelGroup @MunSecConf @NXP @SGS_SA @deutschetelekom @\xe2\x80\xa6'
1136551159043371008,2019-06-06 08:31:27,Twitter for Android,,,,708982950,welford222,b'',b'_noPCC_',b'_noPFN_',b'_noCoord_',False,443,0,False,False,en,"b'RT @MikeHudema: India \xf0\x9f\x87\xae\xf0\x9f\x87\xb3 now has a train and a station that runs on #solar power. It saves the station $99,999 a year in electricity bills.\xe2\x80\xa6'"
1136549854497443840,2019-06-06 08:26:16,Twitter for Android,,,,3432613756,PostNormalEra,b'Global',b'_noPCC_',b'_noPFN_',b'_noCoord_',False,18,0,False,False,en,b'RT @HansLak: @TopCyberNews @Siemens @TheAESCorp @Airbus @Allianz @Atos @Daimler @IBM @EnelGroup @MunSecConf @NXP @SGS_SA @deutschetelekom @\xe2\x80\xa6'
1136532922675150848,2019-06-06 07:18:59,Twitter for Android,,,,21389328,HansLak,b'Netherlands',b'_noPCC_',b'_noPFN_',b'_noCoord_',False,18,0,False,False,en,b'RT @HansLak: @TopCyberNews @Siemens @TheAESCorp @Airbus @Allianz @Atos @Daimler @IBM @EnelGroup @MunSecConf @NXP @SGS_SA @deutschetelekom @\xe2\x80\xa6'
1136498028708151298,2019-06-06 05:00:19,Twitter for iPhone,,,,1019448418043772928,Anwar12807463,b'Australia',b'_noPCC_',b'_noPFN_',b'_noCoord_',False,443,0,False,False,en,"b'RT @MikeHudema: India \xf0\x9f\x87\xae\xf0\x9f\x87\xb3 now has a train and a station that runs on #solar power. It saves the station $99,999 a year in electricity bills.\xe2\x80\xa6'"
1136485633893920769,2019-06-06 04:11:04,Twitter for iPhone,,,,16126386,shinigami86,"b'Bombay,India'",b'_noPCC_',b'_noPFN_',b'_noCoord_',False,443,0,False,False,en,"b'RT @MikeHudema: India \xf0\x9f\x87\xae\xf0\x9f\x87\xb3 now has a train and a station that runs on #solar power. It saves the station $99,999 a year in electricity bills.\xe2\x80\xa6'"
1136453914755100672,2019-06-06 02:05:02,Twitter for iPhone,,,,872634992597155840,SorenzaNuryanti,b'Indonesia',b'_noPCC_',b'_noPFN_',b'_noCoord_',False,443,0,False,False,en,"b'RT @MikeHudema: India \xf0\x9f\x87\xae\xf0\x9f\x87\xb3 now has a train and a station that runs on #solar power. It saves the station $99,999 a year in electricity bills.\xe2\x80\xa6'"
1136438395952123910,2019-06-06 01:03:22,Twitter for Android,,,,324012128,john9dunn,b'',b'_noPCC_',b'_noPFN_',b'_noCoord_',False,36,0,False,False,en,b'RT @elizabeth_ruler: One Small Step is coming back! From breaking down the #GreenNewDeal to speaking with #climate activist Greta Thunberg!\xe2\x80\xa6'
1136426422795292678,2019-06-06 00:15:47,Twitter for iPhone,,,,1365879529,yvrgirl271,b'Hong Kong',b'_noPCC_',b'_noPFN_',b'_noCoord_',False,443,0,False,False,en,"b'RT @MikeHudema: India \xf0\x9f\x87\xae\xf0\x9f\x87\xb3 now has a train and a station that runs on #solar power. It saves the station $99,999 a year in electricity bills.\xe2\x80\xa6'"
